annotation_status,annotation_priority,JID,decision_year,court,JTITLE,JCASE,JNO,JDATE,json_file,contract_price,delay_days,claimed_penalty,allowed_penalty,remaining_ratio,reduction_rate,reduction_bucket,target_quality,x_log_contract_price,x_log_claimed_penalty,x_claim_to_contract_ratio,x_delay_days,x_penalty_per_delay_day,x_issue_owner_fault,x_issue_contractor_fault,x_issue_extension_request,x_issue_actual_damage_unclear,x_issue_partial_completion,x_issue_used_by_owner,x_ai_issue_owner_fault,x_ai_issue_contractor_fault,x_ai_issue_extension_request,x_ai_issue_actual_damage_unclear,x_ai_issue_partial_completion,x_ai_issue_used_by_owner,x_money_candidate_count,x_delay_candidate_count,x_relevance_score,x_penalty_term_count,x_delay_term_count,x_strong_reduction_term_count,x_has_mfa_252,x_has_discretion,x_has_over_high,final_judgment_extraction_status,final_judgment_amount,principal_award_total,final_judgment_amount_text,mean_baseline_predicted_remaining_ratio,mean_baseline_predicted_reduction_rate,mean_baseline_predicted_allowed_penalty,ridge_regression_l2_predicted_remaining_ratio,ridge_regression_l2_predicted_reduction_rate,ridge_regression_l2_predicted_allowed_penalty,lasso_regression_l1_predicted_remaining_ratio,lasso_regression_l1_predicted_reduction_rate,lasso_regression_l1_predicted_allowed_penalty,elastic_net_predicted_remaining_ratio,elastic_net_predicted_reduction_rate,elastic_net_predicted_allowed_penalty,random_forest_predicted_remaining_ratio,random_forest_predicted_reduction_rate,random_forest_predicted_allowed_penalty,extra_trees_predicted_remaining_ratio,extra_trees_predicted_reduction_rate,extra_trees_predicted_allowed_penalty,gradient_boosting_predicted_remaining_ratio,gradient_boosting_predicted_reduction_rate,gradient_boosting_predicted_allowed_penalty,hist_gradient_boosting_predicted_remaining_ratio,hist_gradient_boosting_predicted_reduction_rate,hist_gradient_boosting_predicted_allowed_penalty
ai_assumed_review,,"TPDV,113,建,266,20251224,4",2025,臺灣臺北地方法院民事,返還違約金等,建,266,20251224,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202512/臺灣臺北地方法院民事/TPDV,113,建,266,20251224,4.json",47123810,1,174900,8962,0.05124071,0.94875929,大幅酌減,ok,17.6682889514242,12.0719696610067,0.00371149955829123,1,174900,0,0,0,1,1,0,0,0,0,1,1,0,30,1,319,2,3,4,1,1,1,first_instance_dismissed_no_award,0,,0,0.663238,0.336762,116000.326200,0.735968,0.264032,128720.803200,0.743525,0.256475,130042.522500,0.746059,0.253941,130485.719100,0.744035,0.255965,130131.721500,0.764306,0.235694,133677.119400,0.748953,0.251047,130991.879700,0.835467,0.164533,146123.178300
ai_assumed_review,,"TPDV,110,建,16,20230214,1",2023,臺灣臺北地方法院民事,給付工程款等,建,16,20230214,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202302/臺灣臺北地方法院民事/TPDV,110,建,16,20230214,1.json",54285523,23,2714276,2692562,0.99200008,0.00799992,未酌減,ok,17.809768137939,14.8140358091216,0.0499999972368324,23,118012,1,1,1,0,1,1,1,1,1,0,1,1,36,12,317,2,5,1,0,1,1,main_text_award,7159618,7159618,伍佰柒拾捌萬壹仟零陸拾伍 + 壹佰參拾柒萬捌仟伍佰伍拾參,0.663238,0.336762,1800210.985688,0.68599,0.31401,1861966.193240,0.678356,0.321644,1841245.410256,0.681459,0.318541,1849667.808684,0.789405,0.210595,2142663.045780,0.669454,0.330546,1817082.925304,0.748953,0.251047,2032865.153028,0.93438,0.06562,2536165.208880
ai_assumed_review,,"KMDV,110,重訴,16,20230606,1",2023,福建金門地方法院民事,履行契約,重訴,16,20230606,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202306/福建金門地方法院民事/KMDV,110,重訴,16,20230606,1.json",38372445,487,7663613,3548000,0.46296701,0.53703299,中度酌減,ok,17.4628501818505,15.8519941015332,0.199716567448334,487,15736.3716632444,1,1,1,1,1,1,1,1,1,1,1,1,29,12,314,2,4,4,0,1,1,main_text_award,4474047,4474047,肆佰肆拾柒萬肆仟零肆拾柒,0.663238,0.336762,5082799.358894,0.66207,0.33793,5073848.258910,0.655099,0.344901,5020425.212687,0.656235,0.343765,5029131.077055,0.668204,0.331796,5120856.861052,0.644174,0.355826,4936700.240662,0.659432,0.340568,5053631.647816,0.611747,0.388253,4688192.261911
ai_assumed_review,,"KSHV,109,建上,10,20230823,1",2023,臺灣高等法院高雄分院民事,給付工程款,建上,10,20230823,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202308/臺灣高等法院高雄分院民事/KSHV,109,建上,10,20230823,1.json",82850000,98,9268283,9199612,0.99259075,0.00740925,未酌減,ok,18.2325423018368,16.042108699243,0.111868231744116,98,94574.3163265306,1,1,1,0,1,1,1,1,1,0,1,1,36,12,314,2,5,1,0,1,0,appeal_retained_amount,10643259,,壹仟零陸拾肆萬參仟貳佰伍拾玖,0.663238,0.336762,6147077.480354,0.662119,0.337881,6136706.271677,0.652049,0.347951,6043374.661867,0.65462,0.34538,6067203.417460,0.779144,0.220856,7221327.089752,0.661417,0.338583,6130199.937011,0.705804,0.294196,6541591.214532,0.815694,0.184306,7560082.833402
ai_assumed_review,,"TPDV,112,建,171,20240913,2",2024,臺灣臺北地方法院民事,給付工程違約金,建,171,20240913,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺北地方法院民事/TPDV,112,建,171,20240913,2.json",54401738,283,3079040,1812369,0.58861496,0.41138504,中度酌減,ok,17.8119066598452,14.9401284180532,0.0565981917710056,283,10880,1,1,1,0,1,1,1,1,1,0,1,1,32,12,309,2,4,4,1,1,1,main_text_award,11724922,11724922,壹佰捌拾壹萬貳仟參佰陸拾玖 + 玖佰玖拾壹萬貳仟伍佰伍拾參,0.663238,0.336762,2042136.331520,0.681768,0.318232,2099190.942720,0.67304,0.32696,2072317.081600,0.675092,0.324908,2078635.271680,0.739728,0.260272,2277652.101120,0.661652,0.338348,2037252.974080,0.748383,0.251617,2304301.192320,0.687345,0.312655,2116362.748800
ai_assumed_review,,"ULDV,113,建,10,20250630,1",2025,臺灣雲林地方法院民事,給付工程款,建,10,20250630,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202506/臺灣雲林地方法院民事/ULDV,113,建,10,20250630,1.json",29640000,28,33557955,33557955,1,0,未酌減,ok,17.2046353583922,17.328784502069,1.13218471659919,28,1198498.39285714,1,1,1,0,1,0,1,1,1,0,1,0,33,12,308,2,4,4,1,1,1,main_text_award,3361795,3361795,參佰參拾陸萬壹仟柒佰玖拾伍,0.663238,0.336762,22256910.958290,0.610331,0.389669,20481460.233105,0.606818,0.393182,20363571.137190,0.606454,0.393546,20351356.041570,0.544285,0.455715,18265091.537175,0.635149,0.364851,21314301.560295,0.609164,0.390836,20442298.099620,0.405166,0.594834,13596542.395530
ai_assumed_review,,"KSHV,109,建上,33,20220316,1",2022,臺灣高等法院高雄分院民事,給付工程款,建上,33,20220316,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202203/臺灣高等法院高雄分院民事/KSHV,109,建上,33,20220316,1.json",7248666000,117,632825083,510942507,0.80739927,0.19260073,小幅酌減,ok,22.7040832888829,20.2657046117485,0.0873022819647091,117,5408761.39316239,1,1,1,1,1,0,1,1,1,1,1,0,19,12,306,2,4,4,1,0,1,appeal_dismissed_no_main_amount,,,,0.663238,0.336762,419713642.398754,0.50491,0.49509,319519712.657530,0.505151,0.494849,319672223.502533,0.498219,0.501781,315285480.027177,0.460658,0.539342,291515937.084614,0.604758,0.395242,382706031.544914,0.466143,0.533857,294986982.664869,0.620919,0.379081,392933117.711277
ai_assumed_review,,"TCHV,111,建上更一,6,20220531,1",2022,臺灣高等法院臺中分院民事,請求給付工程款,建上更一,6,20220531,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202205/臺灣高等法院臺中分院民事/TCHV,111,建上更一,6,20220531,1.json",26602465,355,5268293,5268293,1,0,未酌減,ok,17.0965144386313,15.4772169591293,0.198037775822654,355,14840.261971831,0,1,0,1,1,1,0,1,0,1,1,1,29,12,306,2,3,4,1,1,1,main_text_award,2432091,2432091,243萬2091,0.663238,0.336762,3494132.112734,0.610973,0.389027,3218784.779089,0.617302,0.382698,3252127.805486,0.613219,0.386781,3230617.365167,0.665899,0.334101,3508151.040407,0.620395,0.379605,3268422.635735,0.695806,0.304194,3665709.879158,0.64683,0.35317,3407689.961190
ai_assumed_review,,"ULDV,111,訴,67,20221004,1",2022,臺灣雲林地方法院民事,給付工程款,訴,67,20221004,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202210/臺灣雲林地方法院民事/ULDV,111,訴,67,20221004,1.json",1565800,120,1565800,1221324,0.78,0.22,小幅酌減,ok,14.263907433456,14.263907433456,1,120,13048.3333333333,0,1,1,1,1,0,0,1,1,1,1,0,26,12,306,2,5,4,1,1,1,main_text_award,1221324,1221324,壹佰貳拾貳萬壹仟參佰貳拾肆,0.663238,0.336762,1038498.060400,0.667067,0.332933,1044493.508600,0.678984,0.321016,1063153.147200,0.678892,0.321108,1063009.093600,0.655143,0.344857,1025822.909400,0.647944,0.352056,1014550.715200,0.651174,0.348826,1019608.249200,0.733555,0.266445,1148600.419000
ai_assumed_review,,"TPHV,107,建上,3,20250408,1",2025,臺灣高等法院民事,給付工程款等,建上,3,20250408,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202504/臺灣高等法院民事/TPHV,107,建上,3,20250408,1.json",9534937,9,23223904,9040000,0.38925411,0.61074589,中度酌減,ok,16.0704731897583,16.9606926510232,2.43566412656948,9,2580433.77777778,1,1,1,1,1,0,1,1,1,1,1,0,36,12,306,2,5,4,0,1,1,main_text_award,8842235,8842235,捌佰捌拾肆萬貳仟貳佰參拾伍,0.663238,0.336762,15402975.641152,0.621677,0.378323,14437766.967008,0.621747,0.378253,14439392.640288,0.622632,0.377368,14459945.795328,0.589436,0.410564,13689005.078144,0.63316,0.36684,14704447.056640,0.609164,0.390836,14147166.256256,0.683759,0.316241,15879553.375136
ai_assumed_review,,"PCDV,113,訴,1122,20250731,1",2025,臺灣新北地方法院民事,給付工程款,訴,1122,20250731,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202507/臺灣新北地方法院民事/PCDV,113,訴,1122,20250731,1.json",984749,31,984749,720077,0.73122897,0.26877103,小幅酌減,ok,13.8001420653465,13.8001420653465,1,31,31766.0967741935,1,1,0,1,1,0,1,1,0,1,1,0,36,12,305,2,3,4,0,0,1,first_instance_dismissed_no_award,0,,0,0.663238,0.336762,653122.957262,0.640437,0.359563,630669.695313,0.650764,0.349236,640839.198236,0.648051,0.351949,638167.574199,0.646078,0.353922,636224.664422,0.636928,0.363072,627214.211072,0.651174,0.348826,641242.945326,0.610751,0.389249,601436.436499
ai_assumed_review,,"TCHV,111,建上,84,20241210,1",2024,臺灣高等法院臺中分院民事,損害賠償等,建上,84,20241210,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202412/臺灣高等法院臺中分院民事/TCHV,111,建上,84,20241210,1.json",3916593,200,3916593,3916593,1,0,未酌減,ok,15.1807327011988,15.1807327011988,1,200,19582.965,1,1,0,1,1,1,1,1,0,1,1,1,33,11,302,2,2,4,1,1,1,appeal_retained_amount,2793577,,"2,793,577",0.663238,0.336762,2597633.308134,0.6406,0.3594,2508969.475800,0.640876,0.359124,2510050.455468,0.63908,0.36092,2503016.254440,0.639134,0.360866,2503227.750462,0.631422,0.368578,2473022.985246,0.64497,0.35503,2526084.987210,0.712978,0.287022,2792444.643954
ai_assumed_review,,"TCHV,112,重上更三,10,20230728,1",2023,臺灣高等法院臺中分院民事,履行契約,重上更三,10,20230728,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202307/臺灣高等法院臺中分院民事/TCHV,112,重上更三,10,20230728,1.json",64082592,,17000000,,,,,missing_claimed_or_allowed_penalty,17.9756833093445,16.6487239020205,0.265282652736643,0,0,0,1,0,1,1,0,0,1,0,1,1,0,13,0,300,2,2,4,1,1,1,main_text_award,8500000,8500000,捌佰伍拾萬,,,,,,,,,,,,,,,,,,,,,,,,
ai_assumed_review,,"KSDV,110,建,49,20230823,1",2023,臺灣高雄地方法院民事,返還逾期違約金等,建,49,20230823,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202308/臺灣高雄地方法院民事/KSDV,110,建,49,20230823,1.json",4919670,81,4919670,4919670,1,0,未酌減,ok,15.4087520130483,15.4087520130483,1,81,60736.6666666667,1,1,1,0,1,0,1,1,1,0,1,0,34,12,296,2,4,1,0,0,1,main_text_award,4444133,4444133,"4,444,133",0.663238,0.336762,3262912.091460,0.657524,0.342476,3234801.097080,0.655956,0.344044,3227087.054520,0.657121,0.342879,3232818.470070,0.636535,0.363465,3131542.143450,0.655887,0.344113,3226747.597290,0.64497,0.35503,3173039.559900,0.658578,0.341422,3239986.429260
ai_assumed_review,,"KSDV,112,訴,602,20250227,1",2025,臺灣高雄地方法院民事,給付承攬報酬,訴,602,20250227,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202502/臺灣高雄地方法院民事/KSDV,112,訴,602,20250227,1.json",22433400,412,9888000,9888000,1,0,未酌減,ok,16.9260614777106,16.1068324586796,0.440771349862259,412,24000,0,1,0,1,1,0,0,1,0,1,1,0,31,12,295,2,2,4,0,1,1,main_text_award,3773400,3773400,貳佰伍拾伍萬玖仟 + 壹佰貳拾壹萬肆仟肆佰,0.663238,0.336762,6558097.344000,0.573107,0.426893,5666882.016000,0.584327,0.415673,5777825.376000,0.578498,0.421502,5720188.224000,0.650967,0.349033,6436761.696000,0.617013,0.382987,6101024.544000,0.659432,0.340568,6520463.616000,0.670761,0.329239,6632484.768000
ai_assumed_review,,"TPDV,113,建,132,20260424,2",2026,臺灣臺北地方法院民事,給付承攬報酬,建,132,20260424,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202604/臺灣臺北地方法院民事/TPDV,113,建,132,20260424,2.json",72863168,21,72286885,72286885,1,0,未酌減,ok,18.1040938292473,18.0961532737175,0.992090887401437,21,3442232.61904762,1,1,1,0,1,0,1,1,1,0,1,0,31,12,293,2,5,3,0,1,1,first_instance_dismissed_no_award,0,,0,0.663238,0.336762,47943409.033630,0.587627,0.412373,42477725.371895,0.583782,0.416218,42199782.299070,0.582287,0.417713,42091713.405995,0.664585,0.335415,48040779.467725,0.635234,0.364766,45919087.106090,0.655537,0.344463,47386727.732245,0.597504,0.402496,43191702.935040
ai_assumed_review,,"TPDV,107,建,240,20240913,1",2024,臺灣臺北地方法院民事,給付工程款,建,240,20240913,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺北地方法院民事/TPDV,107,建,240,20240913,1.json",3407250,100,1675856,1317006,0.78587062,0.21412938,小幅酌減,ok,15.0414160722898,14.3318346374785,0.491850025680534,100,16758.56,1,1,1,0,1,0,1,1,1,0,1,0,36,12,292,2,5,1,0,0,1,main_text_award,1309029,1309029,壹佰參拾萬玖仟零貳拾玖,0.663238,0.336762,1111491.381728,0.681303,0.318697,1141765.720368,0.680508,0.319492,1140433.414848,0.682648,0.317352,1144019.746688,0.692222,0.307778,1160064.392032,0.660725,0.339275,1107279.955600,0.702011,0.297989,1176469.346416,0.82243,0.17757,1378274.250080
ai_assumed_review,,"TPDV,112,建,47,20240906,1",2024,臺灣臺北地方法院民事,損害賠償等,建,47,20240906,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺北地方法院民事/TPDV,112,建,47,20240906,1.json",2613339,426,1278000,1278000,1,0,未酌減,ok,14.7761392720235,14.0608069139196,0.489029551849186,426,3000,1,0,0,1,1,1,1,0,0,1,1,1,14,12,291,2,4,4,1,1,1,main_text_award,1748000,1748000,壹佰柒拾肆萬捌仟,0.663238,0.336762,847618.164000,0.689297,0.310703,880921.566000,0.689878,0.310122,881664.084000,0.685571,0.314429,876159.738000,0.700132,0.299868,894768.696000,0.688535,0.311465,879947.730000,0.702011,0.297989,897170.058000,0.771769,0.228231,986320.782000
ai_assumed_review,,"TCDV,111,建,99,20241025,1",2024,臺灣臺中地方法院民事,給付工程款等,建,99,20241025,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202410/臺灣臺中地方法院民事/TCDV,111,建,99,20241025,1.json",,44,3600000,,,,,missing_claimed_or_allowed_penalty,0,15.0964444034263,0,44,81818.1818181818,0,1,1,1,1,0,0,1,1,1,1,0,2,12,290,2,5,3,0,1,1,main_text_award,5880000,5880000,588萬,,,,,,,,,,,,,,,,,,,,,,,,
ai_assumed_review,,"KMHV,110,重上,3,20250221,2",2025,福建高等法院金門分院民事,給付工程款,重上,3,20250221,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202502/福建高等法院金門分院民事/KMHV,110,重上,3,20250221,2.json",46445000,165,46445000,46445000,1,0,未酌減,ok,17.6537793748038,17.6537793748038,1,165,281484.848484849,1,1,1,1,1,0,1,1,1,1,1,0,31,12,286,2,5,2,0,1,1,main_text_award,13270000,13270000,1327萬,0.663238,0.336762,30804088.910000,0.59767,0.40233,27758783.150000,0.597071,0.402929,27730962.595000,0.59596,0.40404,27679362.200000,0.589094,0.410906,27360470.830000,0.631557,0.368443,29332664.865000,0.654968,0.345032,30419988.760000,0.589727,0.410273,27389870.515000
ai_assumed_review,,"KSDV,109,訴,1349,20210122,4",2021,臺灣高雄地方法院民事,返還履約保證金等,訴,1349,20210122,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202101/臺灣高雄地方法院民事/KSDV,109,訴,1349,20210122,4.json",482000,31,10822000,970000,0.08963223,0.91036777,大幅酌減,ok,13.0856993930327,16.1970916571848,22.4522821576763,31,349096.774193548,0,1,1,1,1,1,0,1,1,1,1,1,26,12,285,2,3,4,1,1,1,main_text_award,2244000,2244000,"2,244,000",0.663238,0.336762,7177561.636000,0.668262,0.331738,7231931.364000,0.671022,0.328978,7261800.084000,0.672866,0.327134,7281755.852000,0.604066,0.395934,6537202.252000,0.633907,0.366093,6860141.554000,0.608595,0.391405,6586215.090000,0.47029,0.52971,5089478.380000
ai_assumed_review,,"HLHV,111,建上更二,3,20230616,1",2023,臺灣高等法院花蓮分院民事,給付工程款等,建上更二,3,20230616,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202306/臺灣高等法院花蓮分院民事/HLHV,111,建上更二,3,20230616,1.json",10223000,101,2044600,644049,0.315,0.685,中度酌減,ok,16.1401506417392,14.5307127293051,0.2,101,20243.5643564356,1,1,1,1,1,0,1,1,1,1,1,0,20,12,285,2,5,4,1,0,1,appeal_dismissed_no_main_amount,,,,0.663238,0.336762,1356056.414800,0.650627,0.349373,1330271.964200,0.658663,0.341337,1346702.369800,0.656286,0.343714,1341842.355600,0.703303,0.296697,1437973.313800,0.645963,0.354037,1320735.949800,0.702011,0.297989,1435331.690600,0.713063,0.286937,1457928.609800
ai_assumed_review,,"TCDV,108,建,142,20230815,1",2023,臺灣臺中地方法院民事,變更設計展延工期管理費及損害賠償等,建,142,20230815,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202308/臺灣臺中地方法院民事/TCDV,108,建,142,20230815,1.json",214200000,576,108750000,103080000,0.94786207,0.05213793,小幅酌減,ok,19.1824207159779,18.5045622279331,0.507703081232493,576,188802.083333333,1,1,1,0,1,0,1,1,1,0,1,0,33,12,285,2,4,4,1,1,0,first_instance_dismissed_no_award,0,,0,0.663238,0.336762,72127132.500000,0.583051,0.416949,63406796.250000,0.573282,0.426718,62344417.500000,0.571862,0.428138,62189992.500000,0.510829,0.489171,55552653.750000,0.625791,0.374209,68054771.250000,0.466143,0.533857,50693051.250000,0.737141,0.262859,80164083.750000
ai_assumed_review,,"TPHV,113,建上,46,20250610,1",2025,臺灣高等法院民事,返還違約金,建上,46,20250610,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202506/臺灣高等法院民事/TPHV,113,建上,46,20250610,1.json",70446175,21,30426783,4527978,0.14881554,0.85118446,大幅酌減,ok,18.0703595010096,17.2308337982432,0.431915331102079,21,1448894.42857143,0,1,1,1,1,0,0,1,1,1,1,0,22,12,285,2,4,4,1,1,1,appeal_dismissed_no_main_amount,,,,0.663238,0.336762,20180198.703354,0.585654,0.414346,17819567.171082,0.595571,0.404429,18121309.578093,0.592127,0.407873,18016519.737441,0.695445,0.304555,21160154.103435,0.630627,0.369373,19187950.882941,0.706374,0.293626,21492688.414842,0.628806,0.371194,19132543.711098
ai_assumed_review,,"PCDV,110,建,49,20230630,2",2023,臺灣新北地方法院民事,給付工程款,建,49,20230630,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202306/臺灣新北地方法院民事/PCDV,110,建,49,20230630,2.json",698000,66,3528000,2430005,0.68877693,0.31122307,中度酌減,ok,13.4559743817445,15.0762416961088,5.05444126074499,66,53454.5454545455,0,1,1,1,1,0,0,1,1,1,1,0,33,12,284,2,4,2,0,1,1,main_text_award,401713,401713,"264,405 + 137,308",0.663238,0.336762,2339903.664000,0.664032,0.335968,2342704.896000,0.672882,0.327118,2373927.696000,0.674605,0.325395,2380006.440000,0.652367,0.347633,2301550.776000,0.656852,0.343148,2317373.856000,0.651174,0.348826,2297341.872000,0.64476,0.35524,2274713.280000
ai_assumed_review,,"TPHV,107,建上,43,20220823,1",2022,臺灣高等法院民事,返還履約保證金等,建上,43,20220823,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202208/臺灣高等法院民事/TPHV,107,建上,43,20220823,1.json",81269886,23,97910051,967672,0.00988328,0.99011672,全免或近乎全免,ok,18.2132860999968,18.3995597682166,1.2047519175799,23,4256958.73913043,1,1,1,1,1,1,1,1,1,1,1,1,36,12,283,1,5,3,0,0,1,main_text_award,66322180,66322180,陸仟陸佰參拾貳萬貳仟壹佰捌拾,0.663238,0.336762,64937666.405138,0.612491,0.387509,59969025.047041,0.603511,0.396489,59089792.789061,0.60525,0.39475,59260058.367750,0.459737,0.540263,45012873.116587,0.624066,0.375934,61102333.887366,0.415876,0.584124,40718440.369676,0.574609,0.425391,56259996.495059
ai_assumed_review,,"CYDV,109,建,13,20241118,6",2024,臺灣嘉義地方法院民事,給付工程款,建,13,20241118,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202411/臺灣嘉義地方法院民事/CYDV,109,建,13,20241118,6.json",85275000,413,136290000,98448887,0.72234857,0.27765143,小幅酌減,ok,18.261391886269,18.7302955264037,1.59824098504837,413,330000,1,1,1,0,1,1,1,1,1,0,1,1,36,12,280,2,4,3,1,0,1,main_text_award,16147275,16147275,"16,147,275",0.663238,0.336762,90392707.020000,0.616138,0.383862,83973448.020000,0.599409,0.400591,81693452.610000,0.601132,0.398868,81928280.280000,0.394458,0.605542,53760680.820000,0.63491,0.36509,86531883.900000,0.415307,0.584693,56602191.030000,0.574983,0.425017,78364433.070000
ai_assumed_review,,"TPDV,107,建,335,20211229,2",2021,臺灣臺北地方法院民事,給付工程款,建,335,20211229,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202112/臺灣臺北地方法院民事/TPDV,107,建,335,20211229,2.json",2999990,19,88575000,69841893,0.78850571,0.21149429,小幅酌減,ok,14.9141195132935,18.2993602087158,29.5250984169947,19,4661842.10526316,1,1,1,1,1,1,1,1,1,1,1,1,36,12,279,2,4,4,0,1,1,first_instance_dismissed_no_award,0,,0,0.663238,0.336762,58746305.850000,0.633062,0.366938,56073466.650000,0.624067,0.375933,55276734.525000,0.627015,0.372985,55537853.625000,0.601092,0.398908,53241723.900000,0.621564,0.378436,55055031.300000,0.609164,0.390836,53956701.300000,0.567212,0.432788,50240802.900000
ai_assumed_review,,"KSHV,114,上,88,20251217,1",2025,臺灣高等法院高雄分院民事,給付承攬報酬,上,88,20251217,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202512/臺灣高等法院高雄分院民事/KSHV,114,上,88,20251217,1.json",22433400,59,9888000,9888000,1,0,未酌減,ok,16.9260614777106,16.1068324586796,0.440771349862259,59,167593.220338983,0,0,0,1,1,0,0,0,0,1,1,0,31,9,275,2,2,4,1,1,1,appeal_dismissed_no_main_amount,,,,0.663238,0.336762,6558097.344000,0.632662,0.367338,6255761.856000,0.638648,0.361352,6314951.424000,0.636571,0.363429,6294414.048000,0.646356,0.353644,6391168.128000,0.642535,0.357465,6353386.080000,0.659432,0.340568,6520463.616000,0.595734,0.404266,5890617.792000
ai_assumed_review,,"TPDV,111,建,106,20230119,1",2023,臺灣臺北地方法院民事,確認工程款債權存在等,建,106,20230119,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202301/臺灣臺北地方法院民事/TPDV,111,建,106,20230119,1.json",96156326,26,20007945,20007945,1,0,未酌減,ok,18.3814858208665,16.8116400026354,0.208077261604192,26,769536.346153846,1,1,0,1,1,1,1,1,0,1,1,1,34,12,271,2,3,3,0,1,1,first_instance_dismissed_no_award,0,,0,0.663238,0.336762,13270029.425910,0.587228,0.412772,11749225.526460,0.587122,0.412878,11747104.684290,0.583407,0.416593,11672775.168615,0.736986,0.263014,14745575.353770,0.62857,0.37143,12576393.988650,0.706374,0.293626,14133092.141430,0.784938,0.215062,15704996.332410
ai_assumed_review,,"TCHV,106,建上,51,20230614,1",2023,臺灣高等法院臺中分院民事,給付工程款,建上,51,20230614,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202306/臺灣高等法院臺中分院民事/TCHV,106,建上,51,20230614,1.json",55678045,12,55678045,38351706,0.68881201,0.31118799,中度酌減,ok,17.8350964620234,17.8350964620234,1,12,4639837.08333333,1,1,1,0,1,0,1,1,1,0,1,0,28,12,271,2,5,4,1,1,1,appeal_dismissed_no_main_amount,,,,0.663238,0.336762,36927795.209710,0.589825,0.410175,32840302.892125,0.587417,0.412583,32706230.159765,0.585308,0.414692,32588805.162860,0.631381,0.368619,35154059.730145,0.631371,0.368629,35153502.949695,0.655537,0.344463,36499018.585165,0.619243,0.380757,34478239.619935
ai_assumed_review,,"TPHV,111,建上,61,20240416,1",2024,臺灣高等法院民事,給付工程款等,建上,61,20240416,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202404/臺灣高等法院民事/TPHV,111,建上,61,20240416,1.json",25605137,29,5438000,640128,0.11771387,0.88228613,大幅酌減,ok,17.058303553382,15.5089219041746,0.212379258115276,29,187517.24137931,1,1,1,0,1,1,1,1,1,0,1,1,25,12,270,2,5,1,0,0,1,appeal_retained_amount,640128,,陸拾肆萬零壹佰貳拾捌,0.663238,0.336762,3606688.244000,0.666281,0.333719,3623236.078000,0.661058,0.338942,3594833.404000,0.661428,0.338572,3596845.464000,0.674059,0.325941,3665532.842000,0.642922,0.357078,3496209.836000,0.695806,0.304194,3783793.028000,0.552807,0.447193,3006164.466000
