JID,decision_year,split,court,JTITLE,annotation_priority,manual_checked,relevance_score,actual_is_reduced,predicted_is_reduced,reduction_probability,classification_correct,actual_remaining_ratio,actual_reduction_rate,actual_bucket,mean_predicted_remaining_ratio,ridge_predicted_remaining_ratio,ridge_predicted_reduction_rate,ridge_predicted_bucket,ridge_abs_error,lasso_predicted_remaining_ratio,lasso_predicted_reduction_rate,lasso_predicted_bucket,lasso_abs_error,mean_abs_error,top_classification_toward_reduction,top_classification_toward_no_reduction,top_ratio_toward_less_reduction_ridge,top_ratio_toward_more_reduction_ridge,similar_case_count,similar_labeled_count,similar_labeled_reduced_count,similar_avg_remaining_ratio,top_similar_cases,similar_shared_terms,similar_snippet_digest,source_json_file,explanation_note
"KSHV,109,建上,10,20230823,1",2023,train_2021_2023,臺灣高等法院高雄分院民事,給付工程款,54,ai_assumed,314,1,1,0.774906,1,0.992591,0.007409,未酌減,0.682156,0.652795,0.347205,中度酌減,0.3398,0.680489,0.319511,中度酌減,0.3121,0.3104,實際損害不明爭點(0.504; 值=0.000)；AI 提示：實際損害不明(0.504; 值=0.000)；業主已使用成果爭點(0.165; 值=1.000),每日違約金(-0.198; 值=94574.316)；AI 候選金額數(-0.171; 值=36.000)；逾期天數(-0.165; 值=98.000),AI 候選金額數(0.063; 值=36.000)；逾期天數(0.036; 值=98.000)；主張違約金(log)(0.016; 值=16.042),實際損害不明爭點(-0.037; 值=0.000)；AI 提示：實際損害不明(-0.037; 值=0.000)；業主已使用成果爭點(-0.034; 值=1.000),5,1,0,1.0000,"#1 TCDV,108,簡上,399,20210319,1(2021, 臺灣臺中地方法院民事, score=0.9501)；#2 TPDV,111,建,209,20250214,1(2025, 臺灣臺北地方法院民事, score=0.9493)；#3 TPDV,112,建,258,20250214,1(2025, 臺灣臺北地方法院民事, score=0.9493)；#4 TCDV,110,建,45,20250912,2(2025, 臺灣臺中地方法院民事, score=0.9444)；#5 TCDV,107,建,79,20220708,2(2022, 臺灣臺中地方法院民事, score=0.9393)",展延;工期;逾期;違約金;遲延;逾期違約金;可歸責;工程款;承攬;變更設計;驗收;issue_partial_completion,"#1 TCDV,108,簡上,399,20210319,1: ，依系 爭承攬契約第16條第1款前段之約定，每日課以總價千分 之2之延遲違約金，即每日1,055元（52萬7500元2/1000 ＝1,055元），被上訴人應給付上訴人違約金總額為1萬58 25元（1,055元15＝1萬5825元）；…；#2 TPDV,111,建,209,20250214,1: 2021/4/1」、「完成時間」為「2021/7/1」，工期92天 （見209號卷一第86頁）。然系爭工程係先取得部分使照， 原RC圍牆及擋風牆暫不申請（見兩造不爭執事實三），是前 述項次224「（十三）全區土木工程，周邊道路，排水工程 …","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202308/臺灣高等法院高雄分院民事/KSHV,109,建上,10,20230823,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"KSDV,110,建,49,20230823,1",2023,train_2021_2023,臺灣高雄地方法院民事,返還逾期違約金等,55,ai_assumed,296,0,1,0.679482,0,1,0,未酌減,0.682156,0.818114,0.181886,小幅酌減,0.1819,0.801651,0.198349,小幅酌減,0.1983,0.3178,實際損害不明爭點(0.504; 值=0.000)；AI 提示：實際損害不明(0.504; 值=0.000)；展延申請爭點(0.089; 值=1.000),每日違約金(-0.210; 值=60736.667)；逾期天數(-0.192; 值=81.000)；業主已使用成果爭點(-0.156; 值=0.000),主張違約金(log)(0.045; 值=15.409)；逾期天數(0.041; 值=81.000)；AI 候選金額數(0.041; 值=34.000),實際損害不明爭點(-0.037; 值=0.000)；AI 提示：實際損害不明(-0.037; 值=0.000)；展延申請爭點(-0.015; 值=1.000),5,3,2,0.6134,"#1 TNHV,106,建上,27,20220825,1(2022, 臺灣高等法院臺南分院民事, score=0.971)；#2 PCDV,108,重訴,559,20250718,1(2025, 臺灣新北地方法院民事, score=0.9631)；#3 TPHV,111,建上,61,20240416,1(2024, 臺灣高等法院民事, score=0.9611)；#4 TCDV,110,建,45,20250912,2(2025, 臺灣臺中地方法院民事, score=0.9554)；#5 CYDV,109,建,13,20241118,6(2024, 臺灣嘉義地方法院民事, score=0.9514)",展延;工期;逾期;逾期違約金;違約金;可歸責;承攬;變更設計;工程款;驗收;過高;issue_extension_request,"#1 TNHV,106,建上,27,20220825,1: 詞抗辯，查： ①系爭工程於101年1月19日辦理正式驗收時，經上訴人發現有 景觀水池北側水底燈電管外露、過海步道西側水池內紅磚及 雜物未清除、全區排水陰井週遭土丘修整及草皮補植、全區 草皮混凝土塊清除、全區草地雜草過多、西側綠地人孔蓋旁 …；#2 PCDV,108,重訴,559,20250718,1: 者，即表示對原設計不完 備之補充，其自屬影響工進之工程要徑項目，而對工期有影 響。 ⒐被告106-7-12對原告終止系爭消防契約時，猶自承設計錯誤( 見另案107年度建字第53號卷一第289頁）。 ㈣原告就系爭消防工程並未逾期，被告抗辯原…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202308/臺灣高雄地方法院民事/KSDV,110,建,49,20230823,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"TCDV,108,建,142,20230815,1",2023,train_2021_2023,臺灣臺中地方法院民事,變更設計展延工期管理費及損害賠償等,56,ai_assumed,285,1,1,0.829902,1,0.947862,0.052138,小幅酌減,0.682156,0.483539,0.516461,中度酌減,0.4643,0.508152,0.491848,中度酌減,0.4397,0.2657,逾期天數(0.577; 值=576.000)；實際損害不明爭點(0.504; 值=0.000)；AI 提示：實際損害不明(0.504; 值=0.000),契約總價(log)(-0.206; 值=19.182)；每日違約金(-0.165; 值=188802.083)；業主已使用成果爭點(-0.156; 值=0.000),業主已使用成果爭點(0.034; 值=0.000)；AI 提示：業主已使用成果(0.034; 值=0.000)；AI 候選金額數(0.030; 值=33.000),逾期天數(-0.116; 值=576.000)；主張違約金(log)(-0.096; 值=18.505)；實際損害不明爭點(-0.037; 值=0.000),5,4,1,0.7575,"#1 TCDV,110,建,70,20251128,1(2025, 臺灣臺中地方法院民事, score=0.9742)；#2 TCHV,108,建上更一,25,20220614,1(2022, 臺灣高等法院臺中分院民事, score=0.9722)；#3 TYDV,109,建,32,20220408,1(2022, 臺灣桃園地方法院民事, score=0.9714)；#4 TPDV,109,建,151,20221031,2(2022, 臺灣臺北地方法院民事, score=0.9572)；#5 TPHV,112,建上,5,20240119,2(2024, 臺灣高等法院民事, score=0.9564)",酌減;展延;工期;逾期;逾期違約金;違約金;遲延;承攬;變更設計;過高;驗收;工程款,"#1 TCDV,110,建,70,20251128,1: 百分之32【計 算式：（143＋51）/600=0.32】，對於原告之工班、材料、 動線、機具調度均產生巨大影響，惟原告仍戮力配合被告各 項需求，使同時期施工之機電工程能如期、如質發揮使用目 的性，使本件主體工程即淨水廠於汛期前已可投入運…；#2 TCHV,108,建上更一,25,20220614,1: 展延工期132工作天至98年8月19日預定完工日，樺園公司於 98年9月26日竣工，並於99年2月5日驗收合格，工程結算金 額爲9,992萬7,796元。 ㈡樺園公司依行政院公共工程委員會（下稱公程會）鑑定結果 ，於系爭工程固有逾期25工…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202308/臺灣臺中地方法院民事/TCDV,108,建,142,20230815,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"CYDV,107,建,13,20230921,2",2023,train_2021_2023,臺灣嘉義地方法院民事,給付工程款,57,ai_assumed,570,1,1,0.851437,1,0.250847,0.749153,大幅酌減,0.682156,0.482941,0.517059,中度酌減,0.2321,0.558521,0.441479,中度酌減,0.3077,0.4313,實際損害不明爭點(0.504; 值=0.000)；AI 提示：實際損害不明(0.504; 值=0.000)；AI 候選金額數(0.256; 值=20.000),逾期天數(-0.272; 值=29.000)；契約總價(log)(-0.110; 值=17.776)；業主可歸責爭點(-0.082; 值=1.000),逾期天數(0.058; 值=29.000)；業主可歸責爭點(0.014; 值=1.000)；AI 提示：業主可歸責(0.014; 值=1.000),AI 候選金額數(-0.113; 值=20.000)；實際損害不明爭點(-0.037; 值=0.000)；AI 提示：實際損害不明(-0.037; 值=0.000),5,4,3,0.6364,"#1 TNHV,112,建上,25,20250213,1(2025, 臺灣高等法院臺南分院民事, score=0.9842)；#2 PCDV,109,建,93,20220412,1(2022, 臺灣新北地方法院民事, score=0.9393)；#3 TPHV,111,建上,33,20231212,1(2023, 臺灣高等法院民事, score=0.9178)；#4 TNHV,110,建上,3,20230511,1(2023, 臺灣高等法院臺南分院民事, score=0.9063)；#5 KSDV,109,建,81,20260213,1(2026, 臺灣高雄地方法院民事, score=0.8953)",展延;工期;逾期;違約金;遲延;逾期違約金;可歸責;契約變更;變更設計;驗收;公共工程;政府採購,"#1 TNHV,112,建上,25,20250213,1: 改 善完成，也是在系爭工程如前述展延後竣工日之前，是伊亦 無遲延驗收缺失改善期限。新工分局竟以伊遲延竣工87天、 驗收改善遲延32天，共計逾期119天為由，計罰違約金共1億 1,334萬8,403元，並以此數額扣抵工程尾款。伊既無逾期情 …；#2 PCDV,109,建,93,20220412,1: 1萬410元，換算每日逾期計罰3,110元，逾 期465日為144萬6,150元，然因系爭契約並未約定逾分段進 度之逾期違約金額，被告前開計算顯無契約依據，且履約期 間縱遇有被告交付用地遲延等情形，原告仍戮力攢趕工進， 原告於第二階段完工…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202309/臺灣嘉義地方法院民事/CYDV,107,建,13,20230921,2.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"TPHV,109,建上,7,20230913,2",2023,train_2021_2023,臺灣高等法院民事,給付工程款等,58,ai_assumed,345,1,1,0.555537,1,0.768865,0.231135,小幅酌減,0.682156,0.683826,0.316174,中度酌減,0.0850,0.684953,0.315047,中度酌減,0.0839,0.0867,業主已使用成果爭點(0.165; 值=1.000)；AI 提示：業主已使用成果(0.165; 值=1.000)；展延申請爭點(0.089; 值=1.000),逾期天數(-0.271; 值=30.000)；實際損害不明爭點(-0.124; 值=1.000)；AI 提示：實際損害不明(-0.124; 值=1.000),逾期天數(0.057; 值=30.000)；業主可歸責爭點(0.014; 值=1.000)；AI 提示：業主可歸責(0.014; 值=1.000),業主已使用成果爭點(-0.034; 值=1.000)；AI 提示：業主已使用成果(-0.034; 值=1.000)；展延申請爭點(-0.015; 值=1.000),5,5,3,0.5374,"#1 TCDV,110,建,70,20251128,1(2025, 臺灣臺中地方法院民事, score=0.98)；#2 TCHV,108,建上更一,25,20220614,1(2022, 臺灣高等法院臺中分院民事, score=0.9688)；#3 TPHV,111,建上,33,20231212,1(2023, 臺灣高等法院民事, score=0.966)；#4 TPHV,108,建上,20,20210331,1(2021, 臺灣高等法院民事, score=0.9635)；#5 TYDV,109,建,32,20220408,1(2022, 臺灣桃園地方法院民事, score=0.9608)",過高;酌減;展延;工期;逾期;逾期違約金;違約金;遲延;可歸責;承攬;變更設計;驗收,"#1 TCDV,110,建,70,20251128,1: 百分之32【計 算式：（143＋51）/600=0.32】，對於原告之工班、材料、 動線、機具調度均產生巨大影響，惟原告仍戮力配合被告各 項需求，使同時期施工之機電工程能如期、如質發揮使用目 的性，使本件主體工程即淨水廠於汛期前已可投入運…；#2 TCHV,108,建上更一,25,20220614,1: 展延工期132工作天至98年8月19日預定完工日，樺園公司於 98年9月26日竣工，並於99年2月5日驗收合格，工程結算金 額爲9,992萬7,796元。 ㈡樺園公司依行政院公共工程委員會（下稱公程會）鑑定結果 ，於系爭工程固有逾期25工…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202309/臺灣高等法院民事/TPHV,109,建上,7,20230913,2.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"TCDV,110,建,69,20230905,1",2023,train_2021_2023,臺灣臺中地方法院民事,給付違約金等,59,ai_assumed,262,1,1,0.805885,1,0.25,0.75,大幅酌減,0.682156,0.260632,0.739368,大幅酌減,0.0106,0.328225,0.671775,中度酌減,0.0782,0.4322,每日違約金(0.485; 值=2031250.000)；AI 候選金額數(0.336; 值=17.000)；AI 候選天數數(0.172; 值=11.000),逾期天數(-0.293; 值=16.000)；實際損害不明爭點(-0.124; 值=1.000)；AI 提示：實際損害不明(-0.124; 值=1.000),逾期天數(0.062; 值=16.000)；業主可歸責爭點(0.014; 值=1.000)；AI 提示：業主可歸責(0.014; 值=1.000),AI 候選天數數(-0.239; 值=11.000)；AI 候選金額數(-0.147; 值=17.000)；主張違約金(log)(-0.041; 值=17.297),5,4,1,0.7575,"#1 TPHV,110,建上,64,20220622,1(2022, 臺灣高等法院民事, score=0.9632)；#2 TPDV,111,建,72,20231130,1(2023, 臺灣臺北地方法院民事, score=0.9595)；#3 TPDV,109,建,376,20210528,1(2021, 臺灣臺北地方法院民事, score=0.9577)；#4 TCHV,108,建上更一,25,20220614,1(2022, 臺灣高等法院臺中分院民事, score=0.9537)；#5 TCHV,112,建上,55,20240918,1(2024, 臺灣高等法院臺中分院民事, score=0.9523)",酌減;逾期;逾期違約金;過高;違約金;展延;工期;民法第252條;承攬;驗收;工程款;遲延,"#1 TPHV,110,建上,64,20220622,1: 與他案工程施作之施工介面重疊無法作業，應免計工期 2日，106年12月6、8、9、12、23、25、27日因施工現場落 石情形嚴重，影響施工人員安全，應免計工期7日。106年6 月2、3、10日累計降雨量逾50豪米以上，有高度落石崩塌危 …；#2 TPDV,111,建,72,20231130,1: 完工，系爭契約就鋼筋SD420W有漏項、就「普通模板」有漏 列工資之情形為由，起訴依民法第179條規定請求被告返還 扣罰之逾期違約金新臺幣（下同）493萬552元，依系爭契約 請求SD420W鋼筋漏項差價235萬2,947元、模板工資11…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202309/臺灣臺中地方法院民事/TCDV,110,建,69,20230905,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"TPDV,105,建,330,20231027,2",2023,train_2021_2023,臺灣臺北地方法院民事,損害賠償等,60,ai_assumed,424,1,0,0.49585,0,0.924545,0.075455,小幅酌減,0.682156,0.727853,0.272147,小幅酌減,0.1967,0.691699,0.308301,中度酌減,0.2328,0.2424,逾期天數(0.432; 值=483.000)；展延申請爭點(0.089; 值=1.000)；AI 提示：展延申請(0.089; 值=1.000),每日違約金(-0.218; 值=38509.317)；AI 候選金額數(-0.171; 值=36.000)；業主已使用成果爭點(-0.156; 值=0.000),AI 候選金額數(0.063; 值=36.000)；業主已使用成果爭點(0.034; 值=0.000)；AI 提示：業主已使用成果(0.034; 值=0.000),逾期天數(-0.087; 值=483.000)；主張違約金(log)(-0.016; 值=16.739)；展延申請爭點(-0.015; 值=1.000),5,3,2,0.7136,"#1 TPDV,107,建,232,20230630,6(2023, 臺灣臺北地方法院民事, score=0.9794)；#2 TPDV,112,建,171,20240913,2(2024, 臺灣臺北地方法院民事, score=0.9685)；#3 CHDV,111,建,49,20251126,1(2025, 臺灣彰化地方法院民事, score=0.9639)；#4 KSDV,109,建,67,20251031,2(2025, 臺灣高雄地方法院民事, score=0.9598)；#5 TPDV,109,建,201,20251016,1(2025, 臺灣臺北地方法院民事, score=0.9571)",展延;工期;逾期;違約金;逾期違約金;遲延;可歸責;工程款;承攬;變更設計;追加工程;酌減,"#1 TPDV,107,建,232,20230630,6: 後，原告已無逾期，被告應給付 遭扣工程款735萬6872元。 (8)另被告若會因遲延完工而受有損害，應會積極辦理驗收，以 早日使用。惟系爭工程完工後，遲於1年後始完成驗收。且 老人之家一期拆除時，尚保留三里院舍及活動中心作為臨時 人員安置…；#2 TPDV,112,建,171,20240913,2: 申請使照，實際遲於109年10月6日掛件申請，遲延161日部 分，不可歸責於被告，原告不得請求逾期違約金。 ㈢系爭二契約第7條第5項約定之逾期違約金之性質屬損害賠償 總額預定性違約金，原告未因申請使用執照掛件遲延而受有 損害，應不能請求被…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202310/臺灣臺北地方法院民事/TPDV,105,建,330,20231027,2.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"TPDV,111,建,72,20231130,1",2023,train_2021_2023,臺灣臺北地方法院民事,給付工程款,61,ai_assumed,467,0,0,0.482546,1,1,0,未酌減,0.682156,0.754931,0.245069,小幅酌減,0.2451,0.748798,0.251202,小幅酌減,0.2512,0.3178,業主已使用成果爭點(0.165; 值=1.000)；AI 提示：業主已使用成果(0.165; 值=1.000)；展延申請爭點(0.089; 值=1.000),逾期天數(-0.234; 值=54.000)；每日違約金(-0.200; 值=91306.519)；契約總價(log)(-0.150; 值=18.367),逾期天數(0.050; 值=54.000)；主張違約金(log)(0.045; 值=15.411)；AI 候選金額數(0.030; 值=33.000),業主已使用成果爭點(-0.034; 值=1.000)；AI 提示：業主已使用成果(-0.034; 值=1.000)；展延申請爭點(-0.015; 值=1.000),5,4,2,0.5700,"#1 TPDV,107,建,379,20211125,1(2021, 臺灣臺北地方法院民事, score=0.9746)；#2 TCHV,108,建上更一,25,20220614,1(2022, 臺灣高等法院臺中分院民事, score=0.9728)；#3 TCDV,110,建,69,20230905,1(2023, 臺灣臺中地方法院民事, score=0.9595)；#4 TPHV,110,建上,64,20220622,1(2022, 臺灣高等法院民事, score=0.959)；#5 TCDV,110,建,70,20251128,1(2025, 臺灣臺中地方法院民事, score=0.9578)",酌減;過高;展延;工期;逾期;逾期違約金;違約金;民法第252條;變更設計;遲延;承攬;可歸責,"#1 TPDV,107,建,379,20211125,1: 逾期45日為由，不當扣罰伊逾期違約金341萬9568 元，伊經合理展延後既未逾期，被告自不得扣罰逾期違約金 ，應如數給付伊工程款。縱認被告得扣罰逾期違約金，伊在 被告諸多繁多變更設計、要求配合展覽等情形下，仍積極配 合調動人員、調整工班、…；#2 TCHV,108,建上更一,25,20220614,1: 展延工期132工作天至98年8月19日預定完工日，樺園公司於 98年9月26日竣工，並於99年2月5日驗收合格，工程結算金 額爲9,992萬7,796元。 ㈡樺園公司依行政院公共工程委員會（下稱公程會）鑑定結果 ，於系爭工程固有逾期25工…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202311/臺灣臺北地方法院民事/TPDV,111,建,72,20231130,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"KMDV,110,建,4,20231110,1",2023,train_2021_2023,福建金門地方法院民事,給付工程款,62,ai_assumed,236,1,1,0.639505,1,0.005996,0.994004,全免或近乎全免,0.682156,0.625957,0.374043,中度酌減,0.6200,0.615369,0.384631,中度酌減,0.6094,0.6762,逾期天數(0.294; 值=394.000)；業主已使用成果爭點(0.165; 值=1.000)；AI 提示：業主已使用成果(0.165; 值=1.000),每日違約金(-0.214; 值=50247.406)；AI 候選金額數(-0.171; 值=36.000)；實際損害不明爭點(-0.124; 值=1.000),AI 候選金額數(0.063; 值=36.000)；業主可歸責爭點(0.014; 值=1.000)；AI 提示：業主可歸責(0.014; 值=1.000),逾期天數(-0.058; 值=394.000)；業主已使用成果爭點(-0.034; 值=1.000)；AI 提示：業主已使用成果(-0.034; 值=1.000),5,1,1,0.6888,"#1 TPHV,110,建上,66,20240814,1(2024, 臺灣高等法院民事, score=0.9639)；#2 TCHV,106,建上,51,20230614,1(2023, 臺灣高等法院臺中分院民事, score=0.9622)；#3 TPDV,111,建,305,20250613,1(2025, 臺灣臺北地方法院民事, score=0.9576)；#4 TCHV,108,建上,49,20210505,2(2021, 臺灣高等法院臺中分院民事, score=0.9533)；#5 TPDV,113,建,17,20240718,1(2024, 臺灣臺北地方法院民事, score=0.9528)",工期;逾期;違約金;逾期違約金;遲延;展延;過高;酌減;工程款;承攬;追加工程;issue_partial_completion,"#1 TPHV,110,建上,66,20240814,1: 應將主管機關作業期間核算計入，故其所辯難以採憑。則 系爭工程既應於104年10月31日完工，而博耀公司迄105年4 月15日止仍未完工，已逾期166日。扣除上開因追加工程及 颱風因素而增加工期10日、展延4日，博耀公司逾期完工之 日數仍有…；#2 TCHV,106,建上,51,20230614,1: 約金，其總額 （含逾期未改正之違約金）以契約價金總額之15%為上限。 」（見原審卷一第12頁）。是被上訴人依上開約定得對上訴 人主張之逾期違約金為3,835萬1,706元（2億5,567萬8,045× 15%，元以下捨去）。從而，被上訴人…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202311/福建金門地方法院民事/KMDV,110,建,4,20231110,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"KSDV,106,建,34,20231226,2",2023,train_2021_2023,臺灣高雄地方法院民事,給付逾期違約金,63,ai_assumed,950,1,1,0.638129,1,0.332323,0.667677,中度酌減,0.682156,0.506889,0.493111,中度酌減,0.1746,0.529098,0.470902,中度酌減,0.1968,0.3498,業主已使用成果爭點(0.165; 值=1.000)；AI 提示：業主已使用成果(0.165; 值=1.000)；主張違約金(log)(0.149; 值=18.183),契約總價(log)(-0.232; 值=19.565)；實際損害不明爭點(-0.124; 值=1.000)；AI 提示：實際損害不明(-0.124; 值=1.000),業主可歸責爭點(0.014; 值=1.000)；AI 提示：業主可歸責(0.014; 值=1.000)；實際損害不明爭點(0.009; 值=1.000),主張違約金(log)(-0.082; 值=18.183)；AI 候選金額數(-0.036; 值=27.000)；業主已使用成果爭點(-0.034; 值=1.000),5,3,1,0.9258,"#1 TPDV,113,建,223,20250814,1(2025, 臺灣臺北地方法院民事, score=0.9423)；#2 TPDV,110,建,251,20231027,1(2023, 臺灣臺北地方法院民事, score=0.9393)；#3 TCDV,110,建,70,20251128,1(2025, 臺灣臺中地方法院民事, score=0.9373)；#4 TPDV,107,建,379,20211125,1(2021, 臺灣臺北地方法院民事, score=0.9317)；#5 TCDV,112,建,14,20250122,1(2025, 臺灣臺中地方法院民事, score=0.9314)",展延;工期;逾期;過高;違約金;逾期違約金;酌減;可歸責;工程款;遲延;契約變更;民法第252條,"#1 TPDV,113,建,223,20250814,1: ，應展 延工期25工作天（約35日曆天）。 2.依上，本件應展延工期152日曆天，被告無由再扣逾期違約 金61萬4151元。退步言，系爭工程樑柱施作工程非可歸責於 原告，防水工程亦非可歸責於原告，且原告後續施作亦皆配 合被告，並就水箱上地…；#2 TPDV,110,建,251,20231027,1: ，顯見系 爭工程工期延宕乃不可歸責於被告等人。縱認被告等人應給 付逾期違約金，然系爭契約既經原告於110年4月13日發函解 除，嗣後其等已無從再進場施工，則系爭工程違約天數應計 算至該契約解除之日為止，且系爭工程實際負責之人為被告 林煜超…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202312/臺灣高雄地方法院民事/KSDV,106,建,34,20231226,2.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"TCDV,110,建,142,20231222,1",2023,train_2021_2023,臺灣臺中地方法院民事,給付工程款,64,ai_assumed,375,0,1,0.712836,0,1,0,未酌減,0.682156,0.486596,0.513404,中度酌減,0.5134,0.495201,0.504799,中度酌減,0.5048,0.3178,逾期天數(0.487; 值=518.000)；業主已使用成果爭點(0.165; 值=1.000)；AI 提示：業主已使用成果(0.165; 值=1.000),每日違約金(-0.182; 值=140679.394)；契約總價(log)(-0.128; 值=18.044)；實際損害不明爭點(-0.124; 值=1.000),AI 候選金額數(0.030; 值=33.000)；業主可歸責爭點(0.014; 值=1.000)；AI 提示：業主可歸責(0.014; 值=1.000),逾期天數(-0.098; 值=518.000)；主張違約金(log)(-0.078; 值=18.104)；業主已使用成果爭點(-0.034; 值=1.000),5,2,0,1.0000,"#1 TPHV,111,建上,56,20230913,1(2023, 臺灣高等法院民事, score=0.964)；#2 TPDV,113,建,223,20250814,1(2025, 臺灣臺北地方法院民事, score=0.9629)；#3 TPHV,110,建上,64,20220622,1(2022, 臺灣高等法院民事, score=0.9597)；#4 TCHV,112,建上,55,20240918,1(2024, 臺灣高等法院臺中分院民事, score=0.9594)；#5 TNHV,113,建上,14,20250508,1(2025, 臺灣高等法院臺南分院民事, score=0.9582)",過高;工期;逾期;違約金;展延;逾期違約金;酌減;可歸責;工程款;民法第252條;遲延;驗收,"#1 TPHV,111,建上,56,20230913,1: 工程逾期完工149 日，認伊應給付違約金共172萬3,716元，經抵扣系爭工程尾 款後，已無工程款得以請求。然系爭工程逾期係因被上訴人 要求不得於週間施工、梅雨季節無法施工及被上訴人要求停 工等不可歸責予伊之事由所致，扣除各該日數後，伊並…；#2 TPDV,113,建,223,20250814,1: ，應展 延工期25工作天（約35日曆天）。 2.依上，本件應展延工期152日曆天，被告無由再扣逾期違約 金61萬4151元。退步言，系爭工程樑柱施作工程非可歸責於 原告，防水工程亦非可歸責於原告，且原告後續施作亦皆配 合被告，並就水箱上地…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202312/臺灣臺中地方法院民事/TCDV,110,建,142,20231222,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"TPHV,111,建上,33,20231212,1",2023,train_2021_2023,臺灣高等法院民事,給付工程款,65,ai_assumed,350,1,0,0.400795,0,0.594225,0.405775,中度酌減,0.682156,0.88109,0.11891,小幅酌減,0.2869,0.843979,0.156021,小幅酌減,0.2498,0.0879,AI 候選金額數(0.096; 值=26.000)；展延申請爭點(0.089; 值=1.000)；AI 提示：展延申請(0.089; 值=1.000),逾期天數(-0.283; 值=22.000)；每日違約金(-0.196; 值=100754.500)；業主已使用成果爭點(-0.156; 值=0.000),主張違約金(log)(0.081; 值=14.611)；逾期天數(0.060; 值=22.000)；業主已使用成果爭點(0.034; 值=0.000),AI 候選金額數(-0.047; 值=26.000)；展延申請爭點(-0.015; 值=1.000)；AI 提示：展延申請(-0.015; 值=1.000),5,5,5,0.3196,"#1 TPHV,109,建上,7,20230913,2(2023, 臺灣高等法院民事, score=0.966)；#2 PCDV,109,建,93,20220412,1(2022, 臺灣新北地方法院民事, score=0.9613)；#3 TNHV,110,建上,18,20251226,1(2025, 臺灣高等法院臺南分院民事, score=0.9564)；#4 TPHV,109,建上,85,20250422,1(2025, 臺灣高等法院民事, score=0.9541)；#5 TPHV,111,建上,4,20230412,2(2023, 臺灣高等法院民事, score=0.9528)",過高;展延;工期;逾期;逾期違約金;違約金;遲延;可歸責;酌減;變更設計;承攬;驗收,"#1 TPHV,109,建上,7,20230913,2: 0日、所裝設之台電高壓用電設備經列為缺失 而未改善、未依約投保為由，分別自應付予伊公司之價款中扣 減逾期違約金8,795,038元、台電高壓用電設備費用633,691元 ，及保險費19,482元。惟系爭工程有應展延工期之情事，故伊 公司實…；#2 PCDV,109,建,93,20220412,1: 1萬410元，換算每日逾期計罰3,110元，逾 期465日為144萬6,150元，然因系爭契約並未約定逾分段進 度之逾期違約金額，被告前開計算顯無契約依據，且履約期 間縱遇有被告交付用地遲延等情形，原告仍戮力攢趕工進， 原告於第二階段完工…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202312/臺灣高等法院民事/TPHV,111,建上,33,20231212,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
