JID,decision_year,month,court,JTITLE,JCASE,JNO,JDATE,json_file,final_judgment_amount,final_judgment_amount_text,extraction_status,principal_award_total,principal_award_components,retained_award_total,retained_award_components,source_sentence,main_text_excerpt,main_amount_candidates,conclusion_amount_candidates,ai_allowed_penalty,ai_claimed_penalty,final_minus_ai_allowed_penalty,final_to_ai_allowed_penalty_ratio,manual_checked,review_note
"TCDV,108,建,142,20230815,1",2023,202308,臺灣臺中地方法院民事,變更設計展延工期管理費及損害賠償等,建,142,20230815,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202308/臺灣臺中地方法院民事/TCDV,108,建,142,20230815,1.json",0,0,first_instance_dismissed_no_award,,,,,原告之訴及假執行之聲請均駁回。 訴訟費用由原告負擔。,原告之訴及假執行之聲請均駁回。 訴訟費用由原告負擔。,,"13,879,357=13879357 ; 1,598,722=1598722 ; 1,598,722=1598722 ; 1,926,750=1926750 ; 1,926,750=1926750 ; 62,750,351=62750351 ; 1,861,865=1861865 ; 1,861,865=1861865 ; 62,750,351=62750351 ; 1,861,865=1861865 ; 214,200,000=214200000 ; 182,391,779=182391779 ; ...(+42)",103080000,108750000,-103080000,0.0,ai_assumed,主文顯示一審/本訴請求駁回且未命令給付，暫記為 0。
"CYDV,107,建,13,20230921,2",2023,202309,臺灣嘉義地方法院民事,給付工程款,建,13,20230921,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202309/臺灣嘉義地方法院民事/CYDV,107,建,13,20230921,2.json",124617037,"124,617,037",main_text_award,124617037,"124,617,037=124617037",,,"一、被告應給付原告新臺幣(下同)124,617,037元，及自民國106 年12月16日起至清償日止，按照年息百分之5計算的利息。","一、被告應給付原告新臺幣(下同)124,617,037元，及自民國106 年12月16日起至清償日止，按照年息百分之5計算的利息。 二、原告其餘之訴駁回。 三、訴訟費用(減縮部分除外)由被告負擔百分之95，其餘由原告 負擔。 四、本判決原告勝訴部分，如原告以41,539,012元預供擔保，可 以假執行，但被告如以124,617,037元為原告預供擔保，可 以免為假執行。 五、原告其餘假執行的聲請駁回。","124,617,037=124617037 ; 41,539,012=41539012 ; 124,617,037=124617037","1億3,438萬8,645=134388645 ; 1億3,178萬2,064=131782064 ; 1億2,461萬7,037=124617037 ; 1億1,334萬8,403=113348403 ; 1,126萬8,634=11268634",3348403,13348403,121268634,37.216857,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TPHV,109,建上,7,20230913,2",2023,202309,臺灣高等法院民事,給付工程款等,建上,7,20230913,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202309/臺灣高等法院民事/TPHV,109,建上,7,20230913,2.json",,,appeal_dismissed_no_main_amount,,,,,上訴駁回。 第二審訴訟費用由上訴人負擔。,上訴駁回。 第二審訴訟費用由上訴人負擔。,,"6萬=60000 ; 4萬=40000 ; 11,750=11750 ; 36,000=36000 ; 9,595,961=9595961 ; 9,448,211=9448211 ; 147,750=147750 ; 43,975,188=43975188 ; 8,795,038=8795038 ; 43,975,188=43975188 ; 8,795,038=8795038 ; 8,795,038=8795038 ; ...(+53)",8795038,11438984,,,ai_assumed,主文為上訴/抗告駁回但未明列金額；需查前審主文才能得知維持金額。
"TCDV,110,建,69,20230905,1",2023,202309,臺灣臺中地方法院民事,給付違約金等,建,69,20230905,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202309/臺灣臺中地方法院民事/TCDV,110,建,69,20230905,1.json",260000,26萬,main_text_award,260000,26萬=260000,,,被告應給付原告新臺幣（下同）26萬元，及自民國110年6月16日 起至清償日止，按年息5%計算之利息。,被告應給付原告新臺幣（下同）26萬元，及自民國110年6月16日 起至清償日止，按年息5%計算之利息。 原告其餘之訴駁回。 本訴訴訟費用由被告負擔4.3%，餘由原告負擔。 本判決第一項得假執行。但被告以26萬元為原告預供擔保，得免 為假執行。 原告其餘假執行之聲請駁回。 反訴原告之訴及假執行之聲請均駁回。 反訴訴訟費用由反訴原告負擔。,26萬=260000 ; 26萬=260000,351萬=3510000 ; 325萬=3250000 ; 325萬=3250000 ; 325萬=3250000 ; 26萬=260000 ; 351萬=3510000 ; 325萬=3250000 ; 26萬=260000 ; 600萬=6000000 ; 26萬=260000 ; 50萬=500000 ; 812萬5000=8125000 ; ...(+161),8125000,32500000,-7865000,0.032,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TPDV,105,建,330,20231027,2",2023,202310,臺灣臺北地方法院民事,損害賠償等,建,330,20231027,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202310/臺灣臺北地方法院民事/TPDV,105,建,330,20231027,2.json",3028510,參佰零貳萬捌仟伍佰壹拾,main_text_award,3028510,參佰零貳萬捌仟伍佰壹拾=3028510,,,被告應給付原告新臺幣參佰零貳萬捌仟伍佰壹拾元，及自民國一〇五年八月二十五日起至清償日止，按年息百分之五計算之利息 。,被告應給付原告新臺幣參佰零貳萬捌仟伍佰壹拾元，及自民國一〇五年八月二十五日起至清償日止，按年息百分之五計算之利息 。 原告其餘之訴駁回。 訴訟費用由被告負擔五分之一，餘由原告負擔。 本判決第一項於原告以新臺幣壹佰零壹萬元為被告供擔保後，得 假執行；但被告如以新臺幣參佰零貳萬捌仟伍佰壹拾元為原告預 供擔保，得免為假執行。 原告其餘假執行之聲請駁回。,參佰零貳萬捌仟伍佰壹拾=3028510 ; 壹佰零壹萬=1010000 ; 參佰零貳萬捌仟伍佰壹拾=3028510,5877萬6478=58776478 ; 23萬=230000 ; 5877萬6478=58776478 ; 5877萬6478=58776478 ; 7934萬1717=79341717 ; 17萬0384=170384 ; 23萬0000=230000 ; 5萬9616=59616 ; 177萬7616=1777616 ; 20萬1048=201048 ; 177萬7616=1777616 ; 20萬1048=201048 ; ...(+169),17196529,18600000,-14168019,0.176112,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TPDV,111,建,72,20231130,1",2023,202311,臺灣臺北地方法院民事,給付工程款,建,72,20231130,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202311/臺灣臺北地方法院民事/TPDV,111,建,72,20231130,1.json",1234889,"123萬4,889",main_text_award,1234889,"123萬4,889=1234889",,,"一、被告應給付原告新臺幣123萬4,889元，及自判決確定翌日起 算至清償日止，按週年利率5%計算之利息。","一、被告應給付原告新臺幣123萬4,889元，及自判決確定翌日起 算至清償日止，按週年利率5%計算之利息。 二、原告其餘之訴駁回。 三、訴訟費用由被告負擔15%，餘由原告負擔。 四、本判決第一項於原告以新臺幣411,630元為被告供擔保後， 得假執行。但被告如以新臺幣123萬4,889元為原告預供擔保 後，得免為假執行。 五、原告其餘假執行之聲請駁回。","123萬4,889=1234889 ; 411,630=411630 ; 123萬4,889=1234889","493萬552=4930552 ; 512萬189=5120189 ; 7,195萬=71950000 ; 9,481萬8,308=94818308 ; 110萬8,800=1108800 ; 123萬4,889=1234889 ; 47=47 ; 47=47 ; 110萬8,800=1108800 ; 123萬4,889=1234889 ; 123萬4,889=1234889 ; 411,630=411630 ; ...(+20)",4930552,4930552,-3695663,0.250457,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"KMDV,110,建,4,20231110,1",2023,202311,福建金門地方法院民事,給付工程款,建,4,20231110,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202311/福建金門地方法院民事/KMDV,110,建,4,20231110,1.json",1257350,壹佰貳拾伍萬柒仟參佰伍拾,main_text_award,1257350,壹佰貳拾伍萬柒仟參佰伍拾=1257350,,,反訴被告應給付反訴原告新臺幣壹佰貳拾伍萬柒仟參佰伍拾元。,原告之訴及假執行之聲請均駁回。 訴訟費用由原告負擔。 反訴被告應給付反訴原告新臺幣壹佰貳拾伍萬柒仟參佰伍拾元。 反訴原告其餘反訴駁回。 反訴訴訟費用由反訴被告負擔百分之二十二，餘由反訴原告負擔 。 本判決第三項反訴原告勝訴部分，於反訴原告以新臺幣肆拾貳萬 元為反訴被告供擔保後，得假執行；但反訴被告以新臺幣壹佰貳拾伍萬柒仟參佰伍拾元為反訴原告預供擔保後，得免為假執行。 反訴原告其餘反訴假執行之聲請駁回。,壹佰貳拾伍萬柒仟參佰伍拾=1257350 ; 肆拾貳萬=420000 ; 壹佰貳拾伍萬柒仟參佰伍拾=1257350,"19,786,600=19786600 ; 10,878=10878 ; 118,700=118700 ; 3,245,058=3245058 ; 4,502,408=4502408 ; 1,257,350=1257350 ; 1,257,350=1257350 ; 1,092,333=1092333 ; 649,196=649196 ; 2,650=2650 ; 2,550=2550 ; 1,092,333=1092333 ; ...(+18)",118700,19797478,1138650,10.592671,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"KSDV,106,建,34,20231226,2",2023,202312,臺灣高雄地方法院民事,給付逾期違約金,建,34,20231226,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202312/臺灣高雄地方法院民事/KSDV,106,建,34,20231226,2.json",0,0,first_instance_dismissed_no_award,,,,,一、原告之訴及假執行之聲請均駁回。 二、訴訟費用原告負擔。,一、原告之訴及假執行之聲請均駁回。 二、訴訟費用原告負擔。,,"萬=10000 ; 8億2,621萬3,286=826213286 ; 8億2,621萬3,286=826213286 ; 8億2,621萬3,286=826213286 ; 10億7,282萬3,546=1072823546 ; 6,297萬6,454=62976454 ; 128,746,347=128746347 ; 32,805,417=32805417 ; 34,043,25=3404325 ; 11億3,580萬=1135800000 ; 6,297萬6,454=62976454 ; 56億7,900萬=5679000000 ; ...(+14)",26213286,78878862,-26213286,0.0,ai_assumed,主文顯示一審/本訴請求駁回且未命令給付，暫記為 0。
"TCDV,110,建,142,20231222,1",2023,202312,臺灣臺中地方法院民事,給付工程款,建,142,20231222,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202312/臺灣臺中地方法院民事/TCDV,110,建,142,20231222,1.json",364360,36萬4360,main_text_award,364360,36萬4360=364360,,,一、被告應給付原告新臺幣36萬4360元，及自民國110年12月7日 起至清償日止，按照年息百分之1.06計算的利息。,一、被告應給付原告新臺幣36萬4360元，及自民國110年12月7日 起至清償日止，按照年息百分之1.06計算的利息。 二、原告其餘之訴駁回。 三、訴訟費用由被告負擔百分之9，其餘由原告負擔。 四、本判決原告勝訴部分得假執行，但被告如以新臺幣36萬4360元為原告供擔保後，得免為假執行。 五、原告其餘假執行聲請駁回。,36萬4360=364360 ; 36萬4360=364360,386萬2212=3862212 ; 926=926 ; 386萬2212=3862212 ; 6900萬9714=69009714 ; 7287萬1926=72871926 ; 386萬2212=3862212 ; 6900萬9714=69009714 ; 422萬6572=4226572 ; 6864萬5354=68645354 ; 36萬4360=364360 ; 36萬4360=364360 ; 6900萬9714=69009714 ; ...(+42),72871926,72871926,-72507566,0.005,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TPHV,111,建上,33,20231212,1",2023,202312,臺灣高等法院民事,給付工程款,建上,33,20231212,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202312/臺灣高等法院民事/TPHV,111,建上,33,20231212,1.json",312776,參拾壹萬貳仟柒佰柒拾陸,appeal_retained_amount,,,312776,參拾壹萬貳仟柒佰柒拾陸=312776,原判決關於命交通部鐵道局給付日泰營造有限公司逾新臺幣參拾壹萬貳仟柒佰柒拾陸元本息部分，及該部分假執行之宣告，暨訴 訟費用之裁判均廢棄。,原判決關於命交通部鐵道局給付日泰營造有限公司逾新臺幣參拾壹萬貳仟柒佰柒拾陸元本息部分，及該部分假執行之宣告，暨訴 訟費用之裁判均廢棄。 上開廢棄部分，日泰營造有限公司在第一審之訴及假執行之聲請 均駁回。 交通部鐵道局其餘上訴、日泰營造有限公司之上訴均駁回。 第一、二審訴訟費用，由交通部鐵道局負擔五十分之一，餘由日 泰營造有限公司負擔。,參拾壹萬貳仟柒佰柒拾陸=312776,31萬2776=312776 ; 31萬2776=312776 ; 1618萬0130=16180130 ; 5萬4298=54298 ; 5430=5430 ; 15萬3963=153963 ; 21萬3691=213691 ; 1萬0685=10685 ; 1萬0685=10685 ; 8萬8400=88400 ; 2萬6250=26250 ; 6300=6300 ; ...(+26),1317158,2216599,-1004382,0.237463,ai_assumed,主文以「逾/超過某金額部分廢棄」表示保留金額；本欄暫以保留額作為最後判決金額，需人工確認前審脈絡。
"TCDV,111,建,15,20231226,1",2023,202312,臺灣臺中地方法院民事,給付工程款,建,15,20231226,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202312/臺灣臺中地方法院民事/TCDV,111,建,15,20231226,1.json",2900610,"2,900,610",main_text_award,2900610,"2,900,610=2900610",,,"一、被告應給付原告新臺幣2,900,610元，及自民國111年2月11 日起至清償日止，按年息百分之5計算之利息。","一、被告應給付原告新臺幣2,900,610元，及自民國111年2月11 日起至清償日止，按年息百分之5計算之利息。 二、本判決於原告以新臺幣97萬元為被告供擔保後，得假執行。 但被告如以新臺幣2,900,610元為原告預供擔保，得免為假 執行。 三、訴訟費用由被告負擔4之3，餘由原告負擔。","2,900,610=2900610 ; 97萬=970000 ; 2,900,610=2900610","2,900,610=2900610 ; 33,586,634=33586634 ; 41441,156=41441156 ; 122,164,071=122164071 ; 26168,798=26168798 ; 609,954=609954 ; 8,434,735=8434735 ; 5,797,856=5797856 ; 511,834=511834 ; 293,039=293039 ; 8,434,735=8434735 ; 511,834=511834 ; ...(+104)",3510564,17087159,-609954,0.826252,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TCDV,112,建,3,20240219,2",2024,202402,臺灣臺中地方法院民事,給付工程款,建,3,20240219,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202402/臺灣臺中地方法院民事/TCDV,112,建,3,20240219,2.json",188810,壹拾捌萬捌仟捌佰壹拾,main_text_award,188810,壹拾捌萬捌仟捌佰壹拾=188810,,,一、被告應給付原告新臺幣壹拾捌萬捌仟捌佰壹拾元，及自民國 一百一十二年六月十五日起至清償日止，按週年利率百分之 五計算之利息。,一、被告應給付原告新臺幣壹拾捌萬捌仟捌佰壹拾元，及自民國 一百一十二年六月十五日起至清償日止，按週年利率百分之 五計算之利息。 二、原告其餘之訴駁回。 三、訴訟費用由被告負擔百分之七，餘由原告負擔。 四、本判決第一項原告得假執行；被告如以新臺幣壹拾捌萬捌仟捌佰壹拾元為原告預供擔保，得免為假執行。 五、反訴原告之訴及假執行之聲請均駁回。 六、反訴訴訟費用由反訴原告負擔。,壹拾捌萬捌仟捌佰壹拾=188810 ; 壹拾捌萬捌仟捌佰壹拾=188810,93萬4896=934896 ; 18萬8810=188810 ; 154萬1404=1541404 ; 18萬8810=188810 ; 154萬1404=1541404 ; 50萬=500000 ; 3840=3840 ; 9200=9200 ; 4560=4560 ; 4640=4640 ; 6000=6000 ; 4240=4240 ; ...(+130),1935235,1935235,-1746425,0.097564,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TNHV,111,重上,118,20240424,1",2024,202404,臺灣高等法院臺南分院民事,債務不履行等,重上,118,20240424,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202404/臺灣高等法院臺南分院民事/TNHV,111,重上,118,20240424,1.json",,,appeal_dismissed_no_main_amount,,,,,上訴駁回。 第二審訴訟費用由上訴人負擔。,上訴駁回。 第二審訴訟費用由上訴人負擔。,,"2,408萬3,048=24083048 ; 598萬9,193=5989193 ; 2,000萬6,519=20006519 ; 787萬=7870000 ; 403萬1325=4031325 ; 1,209萬3,975=12093975 ; 4萬2,544=42544 ; 787萬=7870000 ; 2,000萬6,519=20006519 ; 2,403萬2,000=24032000 ; 7萬5,000=75000 ; 7萬=70000 ; ...(+14)",5980009,20006519,,,ai_assumed,主文為上訴/抗告駁回但未明列金額；需查前審主文才能得知維持金額。
"TPHV,111,建上,61,20240416,1",2024,202404,臺灣高等法院民事,給付工程款等,建上,61,20240416,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202404/臺灣高等法院民事/TPHV,111,建上,61,20240416,1.json",640128,陸拾肆萬零壹佰貳拾捌,appeal_retained_amount,,,640128,陸拾肆萬零壹佰貳拾捌=640128,原判決關於命國立臺灣科技大學給付逾新臺幣陸拾肆萬零壹佰貳拾捌元本息部分，及該部分假執行之宣告，暨訴訟費用之裁判均 廢棄。,原判決關於命國立臺灣科技大學給付逾新臺幣陸拾肆萬零壹佰貳拾捌元本息部分，及該部分假執行之宣告，暨訴訟費用之裁判均 廢棄。 上開廢棄部分，得益營造有限公司在第一審之訴及假執行之聲請 均駁回。 國立臺灣科技大學其餘上訴駁回。 得益營造有限公司之上訴駁回。 第一審（除確定部分外）、第二審訴訟費用，關於國立臺灣科技 大學上訴部分，由得益營造有限公司負擔百分之五十一，餘由國 立臺灣科技大學負擔；關於得益營造有限公司上訴部分，由其自 行負擔。,陸拾肆萬零壹佰貳拾捌=640128,204萬8411=2048411 ; 64萬0128=640128 ; 64萬0128=640128 ; 60萬1721=601721 ; 157萬0800=1570800 ; 16萬8350=168350 ; 234萬0871=2340871 ; 64萬0128=640128 ; 64萬0128=640128 ; 60萬1721=601721 ; 157萬0800=1570800 ; 16萬8350=168350 ; ...(+46),640128,5438000,0,1.0,ai_assumed,主文以「逾/超過某金額部分廢棄」表示保留金額；本欄暫以保留額作為最後判決金額，需人工確認前審脈絡。
"TCDV,112,重訴,315,20240415,1",2024,202404,臺灣臺中地方法院民事,履行契約等,重訴,315,20240415,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202404/臺灣臺中地方法院民事/TCDV,112,重訴,315,20240415,1.json",6490333,陸佰肆拾玖萬零參佰參拾參,main_text_award,6490333,陸佰肆拾玖萬零參佰參拾參=6490333,,,一、被告應給付原告新台幣陸佰肆拾玖萬零參佰參拾參元，及其 中新台幣伍佰捌拾萬零參佰參拾參元自民國一一二年六月三 日起至清償日止按年息百分之五計算之利息。,一、被告應給付原告新台幣陸佰肆拾玖萬零參佰參拾參元，及其 中新台幣伍佰捌拾萬零參佰參拾參元自民國一一二年六月三 日起至清償日止按年息百分之五計算之利息。 二、原告其餘之訴駁回。 三、訴訟費用由被告負擔百分之八一，餘由原告負擔。 四、本判決第一項於原告以新台幣貳佰壹拾陸萬肆仟元供擔保後 ，得假執行。但被告如於假執行程序之執行標的物拍定、變 賣或物之交付前，以新台幣陸佰肆拾玖萬零參佰參拾參元為 原告預擔保後，得免為假執行。 五、原告其餘假執行之聲請駁回,陸佰肆拾玖萬零參佰參拾參=6490333 ; 伍佰捌拾萬零參佰參拾參=5800333 ; 貳佰壹拾陸萬肆仟=2164000 ; 陸佰肆拾玖萬零參佰參拾參=6490333,580萬333=5800333 ; 690000=690000 ; 580萬333=5800333 ; 690000=690000 ; 580萬333=5800333 ; 690000=690000 ; 580萬333=5800333 ; 580萬333=5800333 ; 690000=690000 ; 820萬333=8200333 ; 240萬=2400000 ; 580萬333=5800333 ; ...(+44),8200333,8200333,-1710000,0.791472,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TCDV,112,建,61,20240531,1",2024,202405,臺灣臺中地方法院民事,給付工程款等,建,61,20240531,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202405/臺灣臺中地方法院民事/TCDV,112,建,61,20240531,1.json",759416,柒拾伍萬玖仟肆佰壹拾陸,main_text_award,759416,柒拾伍萬玖仟肆佰壹拾陸=759416,,,被告應給付原告新臺幣柒拾伍萬玖仟肆佰壹拾陸元，及自民國112年7月25日起至清償日止，按週年利率百分之5計算之利息。,被告應給付原告新臺幣柒拾伍萬玖仟肆佰壹拾陸元，及自民國112年7月25日起至清償日止，按週年利率百分之5計算之利息。 原告其餘之訴駁回。 訴訟費用由被告負擔其中10分之6，餘由原告負擔。 本判決第1項原告勝訴部分，於原告以新臺幣貳拾伍萬叁仟元為 被告供擔保後，得假執行。但被告如以新臺幣柒拾伍萬玖仟肆佰壹拾陸元為原告預供擔保，得免為假執行。 原告其餘假執行之聲請駁回。,柒拾伍萬玖仟肆佰壹拾陸=759416 ; 貳拾伍萬叁仟=253000 ; 柒拾伍萬玖仟肆佰壹拾陸=759416,"2,894,737=2894737 ; 76萬7105=767105 ; 767,105，=767105 ; 199萬6045=1996045 ; 193萬=1930000 ; 5萬2500=52500 ; 1萬3545=13545 ; 193萬=1930000 ; 5萬2500=52500 ; 5萬2500=52500 ; 75萬9416=759416 ; 27萬7200=277200 ; ...(+61)",1093257,2894737,-333841,0.694636,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"PCDV,109,建,4,20240524,1",2024,202405,臺灣新北地方法院民事,給付工程款,建,4,20240524,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202405/臺灣新北地方法院民事/PCDV,109,建,4,20240524,1.json",7855767,"7,855,767",main_text_award,7855767,"7,855,767=7855767",,,"被告應給付原告新台幣（下同）7,855,767元，及自109年1月9日 起至清償日止，按年息百分之5計算之利息。","被告應給付原告新台幣（下同）7,855,767元，及自109年1月9日 起至清償日止，按年息百分之5計算之利息。 原告其餘之訴駁回。 訴訟費用由被告負擔百分之51，餘由原告負擔。 本判決第1項於原告以262萬元供擔保後，得假執行。但被告得以 786萬元預供擔保而免為假執行。 原告其餘假執行之聲請駁回。","7,855,767=7855767 ; 262萬=2620000 ; 786萬=7860000","4,390萬=43900000 ; 4,390萬=43900000 ; 1,807,021=1807021 ; 45,707,021=45707021 ; 30,227,751=30227751 ; 91,414=91414 ; 1,371,210=1371210 ; 2,842,377=2842377 ; 27,881,282=27881282 ; 1,423,790=1423790 ; 60,930=60930 ; 64,703=64703 ; ...(+230)",34737336,2842377,-26881569,0.226148,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"CYDV,111,建,2,20240607,3",2024,202406,臺灣嘉義地方法院民事,給付工程違約金,建,2,20240607,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202406/臺灣嘉義地方法院民事/CYDV,111,建,2,20240607,3.json",1620000,壹佰陸拾貳萬,main_text_award,1620000,壹佰陸拾貳萬=1620000,,,被告應給付原告新臺幣壹佰陸拾貳萬元，及自民國111年2月24日 起至清償日止，按年息百分之五計算的利息。,被告應給付原告新臺幣壹佰陸拾貳萬元，及自民國111年2月24日 起至清償日止，按年息百分之五計算的利息。 原告其餘之訴駁回。 訴訟費用由被告負擔二分之一，其餘由原告負擔。 本判決第一項，於原告以新臺幣伍拾肆萬元為被告預供擔保後， 得為假執行。但被告如果於執行標的物拍定、變賣前，以新臺幣壹佰陸拾貳萬元為原告預供擔保後，得免為假執行。 原告其餘假執行之聲請駁回。,壹佰陸拾貳萬=1620000 ; 伍拾肆萬=540000 ; 壹佰陸拾貳萬=1620000,"300,000=300000 ; 300,000=300000 ; 162萬=1620000 ; 162萬=1620000 ; 五萬=50000 ; 790,327=790327 ; 3,617,792=3617792",300000,3600000,1320000,5.4,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"SLDV,112,建,32,20240626,1",2024,202406,臺灣士林地方法院民事,返還不當得利等,建,32,20240626,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202406/臺灣士林地方法院民事/SLDV,112,建,32,20240626,1.json",0,0,first_instance_dismissed_no_award,,,,,原告之訴及假執行之聲請均駁回。 訴訟費用新臺幣陸萬捌仟伍佰壹拾捌元由原告負擔。,原告之訴及假執行之聲請均駁回。 訴訟費用新臺幣陸萬捌仟伍佰壹拾捌元由原告負擔。,陸萬捌仟伍佰壹拾捌=68518,"6,815,618=6815618 ; 6,815,618=6815618 ; 340,780,884=340780884 ; 6,815,618=6815618 ; 6,815,618=6815618 ; 6,815,618=6815618 ; 68,518=68518 ; 68,518=68518 ; 陸萬捌仟伍佰壹拾捌=68518 ; 356,380,000=356380000 ; 340,780,884=340780884 ; 6,815,618=6815618 ; ...(+10)",6815618,6815618,-6815618,0.0,ai_assumed,主文顯示一審/本訴請求駁回且未命令給付，暫記為 0。
"ILDV,112,建,5,20240605,1",2024,202406,臺灣宜蘭地方法院民事,返還違約金,建,5,20240605,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202406/臺灣宜蘭地方法院民事/ILDV,112,建,5,20240605,1.json",0,0,first_instance_dismissed_no_award,,,,,原告之訴及假執行之聲請均駁回。 訴訟費用由原告負擔。,原告之訴及假執行之聲請均駁回。 訴訟費用由原告負擔。,,"3,042萬6,783=30426783 ; 6億4,962萬3,076=649623076 ; 6億7,044萬6,175=670446175 ; 67萬446=670446 ; 3,452萬7,978=34527978 ; 6億7,044萬6,175=670446175 ; 3,452萬7,978=34527978 ; 6億7,044萬6,175=670446175 ; 3,452萬7,978=34527978 ; 6億7,044萬6,175=670446175 ; 3,042萬6,783=30426783",70446175,670446175,-70446175,0.0,ai_assumed,主文顯示一審/本訴請求駁回且未命令給付，暫記為 0。
"TCDV,109,建,56,20240607,1",2024,202406,臺灣臺中地方法院民事,給付工程款等,建,56,20240607,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202406/臺灣臺中地方法院民事/TCDV,109,建,56,20240607,1.json",21732778,"21,732,778",main_text_award,21732778,"21,732,778=21732778",,,"被告應給付原告新臺幣21,732,778元，及自民國109年6月6日起 至清償日止，按週年利率5%計算之利息。","被告應給付原告新臺幣21,732,778元，及自民國109年6月6日起 至清償日止，按週年利率5%計算之利息。 原告其餘之訴駁回。 訴訟費用由被告負擔48%，餘由原告負擔。 本判決原告勝訴部分，於原告以新臺幣7,244,259元供擔保後， 得假執行。但被告如以新臺幣21,732,778元為原告供擔保後，得 免為假執行。 原告其餘假執行之聲請駁回。","21,732,778=21732778 ; 7,244,259=7244259 ; 21,732,778=21732778","21,732,778=21732778 ; 42,900,225=42900225 ; 40,213,325=40213325 ; 42,454,690=42454690 ; 39,767,790=39767790 ; 29,490,369=29490369 ; 21,732,778=21732778 ; 800=800 ; 1,000=1000 ; 1,200=1200 ; 1,500=1500 ; 1,500=1500 ; ...(+8)",21732778,593663,0,1.0,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
